Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,Sum,iterations,lbs,novel,unique,usage,ave_length
0.7896914540835163,0.5813474131818265,0.3960935050483434,0.24815416543232496,0.22717999362102587,0.5787005632590928,0.360328533873419,1.4143632561858628,1,5,0.44013377926421404,0.45551839464882943,324,6.093979933110368
0.8064780051504876,0.6494874542322499,0.4907406913251269,0.3546224451901435,0.2628294264517069,0.6065032466027757,0.4397529617206613,1.6637080799652875,2,5,0.451505016722408,0.5120401337792642,385,6.491638795986622
0.8062301613862922,0.6591716401464444,0.5079698856722671,0.3742819346554492,0.27038642612602765,0.6110359182225509,0.45765017619285026,1.7133544551968778,3,5,0.4397993311036789,0.5107023411371238,406,6.6294314381270905
0.7982864680180215,0.6529267091232753,0.5028371003377154,0.3675888898264003,0.2704938121504738,0.6075654156382604,0.4491196316093247,1.6947677492244593,4,5,0.4150501672240803,0.4939799331103679,402,6.58561872909699
0.797446456418146,0.6605799690662523,0.522116882493699,0.3923438057373132,0.27568565619289975,0.6110032281414526,0.471928147452355,1.7509608375240204,5,5,0.34983277591973244,0.43210702341137125,409,6.51571906354515
0.7934968318754071,0.6598691708495205,0.5233753529519501,0.39686323497755915,0.2758189214715343,0.6082468607321208,0.47582203619144864,1.756751053372663,6,5,0.3173913043478261,0.4043478260869565,389,6.54247491638796
0.7909951001097182,0.6569088276716065,0.5207589705950582,0.3923797106027242,0.27424824173862566,0.6050196310384718,0.47324088743288134,1.7448884708127028,7,5,0.3177257525083612,0.4023411371237458,397,6.533444816053512
0.7838489045619434,0.6535490585603592,0.5208489038906061,0.39468064413630943,0.27270373742742055,0.6041956361341214,0.46913650926384476,1.740716526961696,8,5,0.29531772575250836,0.3782608695652174,388,6.447826086956522
0.7873722098234994,0.6570065657962194,0.523993870388818,0.39772283244140766,0.27350747436086553,0.6049459899459134,0.47230130657567815,1.7484776033238645,9,5,0.2973244147157191,0.38093645484949834,393,6.465217391304348
0.7881714387775894,0.6566080367318646,0.5237874006730524,0.3987670898824464,0.27464096810315075,0.6050414650035654,0.4752830553457052,1.7537325783348678,10,5,0.29531772575250836,0.3765886287625418,395,6.515384615384615
